galaxy,model,epsilon,analysis,holdout,n,n_outer,T,D,e_D,distance_method,inc,e_inc,L36,Rdisk,MHI,RHI,Vflat,Q,morphology,morphology_alt,Rmax_kpc,Rmin_kpc,coverage,median_speed,baryon_fraction_outer_nominal,quality2,raw_residual_kms_mean,raw_residual_kms_median,fractional_error_mean,fractional_error_median,fractional_residual_mean,standardized_residual_mean,outer_loss,predicted_outer_slope,observed_outer_slope,nuisance_bound_hit,scale_bound_hit,eta_bound_hit,eta_boundary,guard_active,maximum_abs_pull,ml_disk,ml_bulge,distance_ratio,fitted_inclination,eta,length_catalogue_kpc,amplitude_catalogue_kms,slope_residual,log10_coverage,log10_speed
UGC02885,variable_core,0.01,fullfit_outer_third,False,19,7,5,80.6,8.06,1,64.0,4.0,403.525,11.4,40.075,74.24,289.5,1,spiral_T1_9,spiral_T1_7,74.07,1.7,6.497368421052631,287.0,0.2637727538173956,0,-0.5781842073095292,0.09883085532317182,0.03365555103166577,0.03355704697986577,-0.0019187409980903646,-0.057818420730952926,0.046821949040820834,-0.014976655573711362,0.036312056080300824,False,False,True,lower,False,1.5111059437009766,0.7080771809632638,0.8999074338610673,1.0982085468478355,66.60593625025241,1.117353445813485e-15,27.99997492889421,305.6922468443792,-0.051288711654012185,0.812737493315122,2.4578818967339924
UGC02916,variable_core,0.01,fullfit_outer_third,False,43,15,2,65.4,9.8,1,50.0,5.0,124.153,6.15,23.273,34.24,182.7,2,spiral_T1_9,spiral_T1_7,38.0,0.37,6.178861788617886,211.0,0.5284761147867493,1,2.0122618756324413,1.932464939214242,0.048299808678273014,0.056906077348066304,0.009035505415928876,0.518612343796109,1.7265481357456283,-0.14504023162980553,-0.11663812130836626,True,False,True,lower,False,5.999999999999999,1.990535852767486,0.1834911711179015,1.1844067762902035,55.774297392508025,1.7669677079730376e-12,0.3549738173466829,239.3422463355286,-0.028402110321439272,0.7909084808413934,2.3242824552976926
UGC02953,variable_core,0.01,fullfit_outer_third,False,115,39,2,16.5,4.95,1,50.0,4.0,259.518,3.55,7.678,24.0,264.9,2,spiral_T1_9,spiral_T1_7,62.39,0.09,17.574647887323945,266.0,0.25860770708437164,1,-3.7342158730850064,-1.0246354077135038,0.010958766408008256,0.006959706959706959,-0.014280914998889286,-0.19408238010074066,13.359394861225597,-0.17858941388076685,-0.11044155086241755,False,False,True,lower,False,2.611865110495002,0.4960184761367009,0.3836290876496547,1.5339018884040194,53.72904326806824,2.1861012722726503e-30,14.569342875230689,274.7812615725032,-0.0681478630183493,1.2448866325752692,2.424881636631067
UGC03205,variable_core,0.01,fullfit_outer_third,False,48,16,2,50.0,10.0,1,67.0,4.0,113.642,3.19,9.677,28.6,219.6,1,spiral_T1_9,spiral_T1_7,40.04,0.28,12.551724137931034,221.0,0.3771670627882776,0,-3.367741226596758,-3.3458264980917107,0.023211674993132446,0.0185940970793912,-0.015159520871600057,-0.5674302128618961,2.141360794057661,-0.0519102611655116,-0.036100565000581744,False,False,True,lower,False,1.5512476156051451,0.6970817423483459,0.8646551281966862,1.3102495231210292,69.16052698792684,1.9748609174215727e-14,16.140471644454678,213.04237877270413,-0.015809696164929853,1.0987033857500998,2.3443922736851106
UGC03546,variable_core,0.01,fullfit_outer_third,False,30,10,1,28.7,7.2,1,55.0,5.0,101.336,3.79,2.675,18.37,196.9,1,spiral_T1_9,spiral_T1_7,29.23,0.63,7.712401055408971,204.5,0.4117708455180804,0,-4.875995635359734,-0.6968311703629979,0.025942538242124093,0.009556909299177341,-0.025447145722995036,-0.23013959333006978,1.5467155629932983,-0.23947593437093365,-0.07923382458063677,False,False,True,lower,False,1.3265105730818276,0.6786112602387938,0.530573955832954,0.910579069320137,54.18528718760536,6.141276229104505e-16,7.073923099718302,192.03527860683465,-0.16024210979029688,0.8871896053893641,2.3106933123433606
UGC03580,variable_core,0.01,fullfit_outer_third,False,47,16,1,20.7,5.2,1,63.0,4.0,13.266,2.43,4.37,19.97,126.2,2,spiral_T1_9,spiral_T1_7,27.06,0.11,11.1358024691358,91.4,0.3161361252057884,1,-1.2452729732485466,-3.7285455229520252,0.023666684713942253,0.013468396946564886,-0.01082790581899624,-0.25111041040557686,7.70729474787424,0.17235822634797598,0.1543078384759189,False,False,True,lower,False,4.750719291226261,1.2973663917612763,0.2344369760570643,0.5954623685341104,61.85969121650937,1.1962451441409627e-14,8.080601702095306,148.50382899947172,0.018050387872057094,1.0467215186632919,1.9609461957338314
UGC04278,variable_core,0.01,fullfit_outer_third,False,25,9,7,9.51,2.85,1,90.0,3.0,1.307,2.21,1.116,8.9,91.4,1,spiral_T1_9,spiral_T1_7,6.69,0.14,3.0271493212669687,53.7,0.16641184029013883,0,-0.4958268232070048,-0.9406365391519529,0.09052219243578079,0.05610098176718093,-0.007452543245185384,-0.15479138563226305,0.25312320965155405,0.8186852869635343,0.6560207926059857,True,False,False,none,False,1.1803851669274734,0.656158140257725,0.7,1.2721576036517153,89.999999999625,3.980963853461903,1.4020500020732798,38.77205160794579,0.1626644943575486,0.48103384408271244,1.7299742856995557
UGC04325,variable_core,0.01,fullfit_outer_third,False,8,3,9,9.6,2.88,1,41.0,3.0,2.026,1.86,0.678,6.61,90.9,1,spiral_T1_9,late_T8_11,5.59,0.7,3.005376344086021,89.4,0.2256648989220341,0,-2.331668441828332,-2.9621267760779944,0.03317737014582734,0.03329694323144105,-0.025348995914159723,-0.7644814563371581,1.492507957247325,-0.27560044492727065,-0.0017127028282443125,False,False,True,lower,False,0.5677179949836084,0.5178231198163322,0.7,1.1703153984950825,41.778757895388416,1.6815144372187742e-21,1.2160436199213058,107.03657474423883,-0.27388774209902633,0.4778988636685069,1.9513375187959177
UGC04483,variable_core,0.01,fullfit_outer_third,False,8,3,10,3.34,0.31,2,58.0,3.0,0.013,0.18,0.032,1.46,0.0,2,irregular_T10_11,late_T8_11,1.21,0.08,6.722222222222222,20.8,0.30536472918516494,1,-0.057558647877026914,-0.356182442846972,0.07315062960086706,0.07685589519650655,-0.0019022901245591042,-0.0459364791633168,0.07472553234899293,0.05162015084812451,0.18467328846951672,False,False,True,lower,False,0.0405626333527747,0.5046918221926318,0.7,1.00258090107687,58.05883093228248,2.045179726867489e-15,0.4063687917354856,25.79200752681109,-0.1330531376213922,0.827512865213144,1.3180633349627615
UGC04499,variable_core,0.01,fullfit_outer_third,False,9,3,8,12.5,3.75,1,50.0,3.0,1.552,1.73,1.1,8.67,72.8,1,spiral_T1_9,late_T8_11,8.18,0.91,4.728323699421965,66.9,0.2861925053369789,0,-0.6728082210465468,-0.1441304765005924,0.03625436031709959,0.03628922237380628,-0.009074618203684116,-0.25210177467650746,0.14895104328277678,-0.005748128783475791,0.08081925039467622,False,False,True,lower,False,0.3502143889763703,0.5419902116352965,0.7,1.0949285816514025,50.30120551094158,2.574953101253994e-25,2.4852147442628096,78.38935141253795,-0.086567379178152,0.6747072005425275,1.825426117767823
UGC05005,variable_core,0.01,fullfit_outer_third,False,11,4,10,53.7,10.7,1,41.0,10.0,4.1,3.2,3.093,21.61,98.9,1,irregular_T10_11,late_T8_11,28.61,0.78,8.940624999999999,72.5,0.18640914733908062,0,0.21995888345403358,0.5017486559108306,0.10112460175822863,0.10075589764622041,0.0023485371579708416,0.021995888345403364,0.038701506361824164,-0.07971620089738454,0.03909636111121067,False,False,True,lower,False,0.1865500185945565,0.5119717536363346,0.7,1.0193200372441498,42.86550018594557,8.45956466925924e-17,7.952781373434674,116.3685817491825,-0.11881256200859522,0.9513678794853566,1.8603380065709938
UGC05253,variable_core,0.01,fullfit_outer_third,False,73,25,2,22.9,5.72,1,37.0,4.0,171.582,8.07,16.396,36.64,213.7,2,spiral_T1_9,spiral_T1_7,53.29,0.13,6.603469640644361,246.0,0.3933591395251978,1,-0.29153719373613285,-1.1739574417777021,0.023403240336267176,0.01695238095238095,-0.0010936576389729907,-0.17760829479823947,1.1473385050548104,-0.06233990151665628,-0.0667285920027875,False,False,True,lower,False,0.9342240483239584,0.6200010274039573,0.592223612417703,1.1216214662543371,38.53334421130836,1.5612976402073148e-14,10.962695190809953,248.4587510943309,0.004388690486131212,0.8197721855188413,2.3909351071033793
UGC05414,variable_core,0.01,fullfit_outer_third,False,6,2,10,9.4,2.82,1,55.0,3.0,1.123,1.47,0.574,6.65,0.0,1,irregular_T10_11,late_T8_11,4.11,0.68,2.795918367346939,48.9,0.313434746410555,0,-0.03810241292405436,-0.03810241292405436,0.0413485800798275,0.0413485800798275,-0.00013788631737637544,-0.015615743001661603,0.09982742996436013,0.28197502646887956,0.42372651905355635,False,False,True,lower,False,0.1965692978724424,0.5231508486008775,0.7,1.055102840601807,55.141358364787536,1.0500945109348092e-16,1.985809037032619,65.60478789958013,-0.14175149258467679,0.44652448712789317,1.6893088591236203
UGC05716,variable_core,0.01,fullfit_outer_third,False,12,4,9,21.3,5.3,1,54.0,10.0,0.588,1.14,1.094,10.64,73.1,2,spiral_T1_9,late_T8_11,12.37,1.03,10.850877192982457,69.95,0.18186381409976057,1,-0.9174025063365825,-0.07425434494962246,0.016628387943814528,0.0141640371164524,-0.012192546256163549,-0.2187703783788819,1.95208202027368,-0.1762568868000278,0.06784009892025893,False,False,True,lower,False,3.572893643655352,1.138306900810337,0.7,1.5435492230844416,70.62974424666014,3.381171584487332e-20,3.6913230857578654,70.72365944337895,-0.2440969857202867,1.035464848292648,1.8447877188278465
UGC05721,variable_core,0.01,fullfit_outer_third,False,23,8,7,6.18,1.85,1,61.0,5.0,0.531,0.38,0.562,6.74,79.7,1,spiral_T1_9,spiral_T1_7,6.74,0.09,17.736842105263158,78.3,0.12487903428935179,0,-0.574550519232794,0.061621239110806414,0.05819056653975417,0.058290911161545916,-0.007045021663109257,-0.12572221427413427,1.0736453977825906,-0.271373405272867,0.018958150053645192,False,False,True,lower,False,1.6962039669214388,0.6522385728079046,0.7,1.5077633234311751,64.54835960099015,2.089974010291625e-25,1.2570698884168596,98.56667323061664,-0.2903315553265122,1.2488762999185097,1.8937617620579434
UGC05750,variable_core,0.01,fullfit_outer_third,False,11,4,8,58.7,11.7,1,64.0,10.0,3.336,3.46,1.099,16.79,0.0,1,spiral_T1_9,late_T8_11,22.85,0.31,6.604046242774567,49.8,0.24245941896824758,0,0.7650953009785546,1.2853034888862283,0.15663260155247055,0.15398255568976657,0.010765377781074337,0.06251102843272482,0.022661095361950455,0.07436722733776842,0.11705870304189178,False,False,True,lower,False,0.0515505710377764,0.4941001061968236,0.7,0.9941263181889208,63.74695546819834,3.049878470430202e-18,5.5136084896301645,93.80010570910856,-0.04269147570412336,0.8198101056130924,1.6972293427597176
UGC05764,variable_core,0.01,fullfit_outer_third,False,10,4,10,7.47,2.24,1,60.0,10.0,0.085,1.17,0.163,3.51,0.0,2,irregular_T10_11,late_T8_11,3.62,0.36,3.094017094017094,49.95,0.17285138301472214,1,-0.09727075597876755,-0.4170593896694932,0.033786668940876605,0.0333100358422939,-0.0007919828493406259,-0.6237310384371226,1.491547188548232,-0.23534376787323588,-0.35865650185612036,False,False,True,lower,False,0.8698385340910461,0.5453603523862433,0.7,1.260835115979109,65.750687047926,2.659542451242221e-23,0.8613165765891777,62.56264007733021,0.12331273398288448,0.4905227087870041,1.698535492562001
UGC05829,variable_core,0.01,fullfit_outer_third,False,11,4,10,8.64,2.59,1,34.0,10.0,0.564,1.99,1.023,7.87,0.0,2,irregular_T10_11,late_T8_11,6.91,0.63,3.472361809045226,47.9,0.30503937330639175,1,-1.1416679463365185,-0.510248574858192,0.08052577307064797,0.08024746855788162,-0.015612687353925625,-0.2256260763510906,0.30947180769892074,0.26058328002413017,0.5676244785679566,False,False,True,lower,False,0.7022285732992144,0.5099953557266017,0.7,1.138176824150351,41.02228573299215,2.3110350870463456e-41,2.022989305927431,57.87014032521432,-0.30704119854382644,0.5406249709644918,1.6803355134145632
UGC05918,variable_core,0.01,fullfit_outer_third,False,8,3,10,7.66,2.3,1,46.0,5.0,0.233,1.66,0.297,5.9,0.0,2,irregular_T10_11,late_T8_11,4.46,0.56,2.6867469879518073,38.099999999999994,0.18491850162004891,1,-0.8034917063150999,-0.5177256662607235,0.09198549246096556,0.09225352112676057,-0.01760038210452859,-0.20445081585625954,0.21607355281619503,-0.05597620063806264,0.2651408013052205,False,False,True,lower,False,0.1062353342474865,0.5034462067507905,0.7,1.031898337959428,46.30441975664081,1.3710651304467072e-14,1.2250958034390813,49.89116698553824,-0.32111700194328313,0.4292267706720868,1.5809249756756192
UGC05986,variable_core,0.01,fullfit_outer_third,False,15,5,9,8.63,2.59,1,90.0,3.0,4.695,1.67,2.667,16.53,113.0,2,spiral_T1_9,late_T8_11,9.41,0.63,5.634730538922156,109.0,0.17039351471744255,1,-0.663841166274264,-0.6159204239668838,0.037172920788809266,0.03294642857142857,-0.005944581749741944,-0.18311581032327676,0.04161072307444643,-0.2664959871595617,-0.2653505606673738,True,False,True,lower,False,0.0560019551529217,0.5064892123966807,0.7,0.9906054500415984,89.99999999564731,9.034161821323745e-19,2.47494810930218,135.1582860558232,-0.0011454264921879065,0.7508731522796737,2.037426497940624
UGC06399,variable_core,0.01,fullfit_outer_third,False,9,3,9,18.0,2.5,4,75.0,2.0,2.296,2.05,0.674,8.8,85.0,1,spiral_T1_9,late_T8_11,7.85,0.87,3.829268292682927,77.5,0.20608301625687842,0,-0.18779680784386224,0.39682028078068754,0.05714767839203699,0.057242990654205614,-0.0018604604614331107,-0.03832587915180861,0.124878585070391,-0.02647069432046296,0.1620546867634558,False,False,True,lower,False,0.0718765812208511,0.5083439537955157,0.7,1.0063722715624082,75.01242676647725,7.926412871525191e-15,2.601338304982252,99.14073326780394,-0.18852538108391875,0.5831157956894982,1.8893017025063104
UGC06446,variable_core,0.01,fullfit_outer_third,False,17,6,7,12.0,3.6,1,51.0,3.0,0.988,1.49,1.379,10.33,82.2,1,spiral_T1_9,spiral_T1_7,10.22,0.58,6.859060402684564,80.1,0.20236831410194617,0,-3.753979264921481,-4.498480895031406,0.0767626899939743,0.0650126378531997,-0.045179666727363364,-0.5593245479354092,0.536278395843671,-0.2864117057946502,-0.03720203517212799,False,False,True,lower,False,1.9293098871066348,0.7423562159636731,0.7,1.5787929661319904,53.37138832265737,1.5724265956862505e-30,2.0770369531033883,87.6478782778993,-0.2492096706225222,0.8362646273864199,1.9036325160842376
UGC06614,variable_core,0.01,fullfit_outer_third,False,13,5,1,88.7,8.87,1,36.0,10.0,124.35,5.1,21.888,60.63,199.8,1,spiral_T1_9,spiral_T1_7,64.59,3.23,12.664705882352942,193.0,0.2647051215567101,0,-0.3620475025039241,1.4080227555211877,0.07910224298733501,0.0784313725490196,-0.0018457517554930532,0.004654884184520547,0.04389563872991359,0.034130437497787956,0.05420769856565156,False,False,True,lower,False,0.1443426362398694,0.5168973051329216,0.6785074228215987,1.0003218753676273,36.15382504392483,3.701242110857799e-15,18.68570184621441,235.43894389864997,-0.020077261067863603,1.1025951084452132,2.285557309007774
UGC06667,variable_core,0.01,fullfit_outer_third,False,9,3,6,18.0,2.5,4,89.0,1.0,1.397,5.15,0.809,8.59,83.8,1,spiral_T1_9,spiral_T1_7,7.85,0.87,1.524271844660194,77.3,0.12067435587767156,0,-0.9047953123380287,-0.3627806389780801,0.036893894080385944,0.03571428571428571,-0.010523576655110113,-0.26326136952254287,0.2654015296194976,-0.08449401352072285,0.08015408634757416,False,False,True,lower,False,0.0591591279114203,0.5068575466462485,0.7,0.9984893627761544,88.99995260673953,8.246154894859775e-15,2.3576985655936054,103.29764167557131,-0.164648099868297,0.18306242770406148,1.888179493918325
UGC06786,variable_core,0.01,fullfit_outer_third,False,45,15,0,29.3,7.32,1,64.0,3.0,73.407,3.6,5.03,20.31,219.4,1,S0_T0,S0_T0,34.05,0.16,9.458333333333332,218.0,0.21882340962487276,0,-2.432856223075686,-1.4098599397196097,0.020053621332044604,0.012455357142857143,-0.010924631166426954,-0.4786516250484969,1.8717156373271864,-0.046696733154968695,-0.04915869188380944,False,False,True,lower,False,1.999779421983635,0.7924063489175741,0.6570812254659422,1.3077292718496027,64.94683640454916,7.058541403864181e-14,9.59992596154588,240.82010064105145,0.002461958728840745,0.9758146154815166,2.3384564936046046
UGC06787,variable_core,0.01,fullfit_outer_third,False,71,24,2,21.3,5.32,1,66.0,3.0,98.256,5.37,5.03,26.44,248.1,2,spiral_T1_9,spiral_T1_7,37.19,0.12,6.925512104283054,238.0,0.22877949993764468,1,-1.4450945825791972,-2.2130036875884116,0.010344538869694574,0.010986566554295637,-0.005060702947084738,-1.0051014519898938,31.138049176568487,0.06632500396475009,0.04581494646680139,False,False,False,none,False,5.617458116779311,0.9375177906290584,0.1920225480747777,2.1862015078692743,70.59910925961617,3.941229598191553,7.600521221944257,106.96967130395116,0.0205100574979487,0.840451892659417,2.376576957056512
UGC06818,variable_core,0.01,fullfit_outer_third,False,8,3,9,18.0,2.5,4,75.0,3.0,1.588,1.39,1.079,6.96,71.2,2,spiral_T1_9,late_T8_11,6.98,0.87,5.02158273381295,55.45,0.2113258565048605,1,-0.17037619156737094,2.1298069192605595,0.080828947739583,0.08064516129032258,-0.002112804750751531,-0.0757586360888512,0.5751730852931894,0.5579173723669285,0.14204050883293032,False,False,False,none,False,0.5423032749104525,0.4413058421788463,0.7,0.9551382516710624,74.81053769854081,2.658062598329791,2.2581023701244,47.849936308495344,0.4158768635339982,0.7008406223690661,1.743901550485179
UGC06917,variable_core,0.01,fullfit_outer_third,False,11,4,9,18.0,2.5,4,56.0,2.0,6.832,2.76,2.023,12.67,108.7,1,spiral_T1_9,late_T8_11,10.47,1.74,3.793478260869566,100.0,0.25407438842593283,0,-2.388588858760894,-2.693100672309299,0.042668832304754635,0.04132034632034633,-0.021190534365633566,-0.37414149533913904,0.7394999123654697,-0.03850467632874676,0.2826966737281643,False,False,True,lower,False,0.7045441096142818,0.5880637584966539,0.7,1.067928341175988,56.34952906268353,3.5859220798519625e-18,3.014209168106555,114.28155406309736,-0.3212013500569111,0.5790375996136247,2.0
UGC06923,variable_core,0.01,fullfit_outer_third,False,6,2,10,18.0,2.5,4,65.0,2.0,2.89,1.44,0.809,6.75,79.6,2,irregular_T10_11,late_T8_11,5.16,0.93,3.5833333333333335,75.7,0.35294806338760826,1,0.53731292234324,0.53731292234324,0.0648600656484063,0.0648600656484063,0.006845022797243032,0.09954710886372417,0.048592477195690285,-0.022897681359110907,0.15635749550027625,False,False,False,none,False,0.1675867459544234,0.4810733840784111,0.7,0.9854250347126317,64.95141557779024,3.088128012961977,0.9535173961049788,36.99884825278384,-0.17925517685938716,0.5542872095319618,1.8790958795000727
UGC06930,variable_core,0.01,fullfit_outer_third,False,10,4,7,18.0,2.5,4,32.0,5.0,8.932,3.94,3.237,16.76,107.2,1,spiral_T1_9,spiral_T1_7,16.61,1.74,4.215736040609137,105.0,0.28809079861111114,0,-3.763945345449894,-3.562167666751442,0.06331549439347604,0.06851851851851852,-0.034875589069999685,-0.49232467943721947,0.575522374502965,-0.3514177706068338,-0.028485514113480336,False,False,True,lower,False,0.6412910716467792,0.5582534261730623,0.7,1.0477326464467138,35.206455358233896,1.3662050343927612e-21,3.84974255363321,112.9004232939955,-0.3229322564933535,0.6248734106258204,2.0211892990699383
UGC06983,variable_core,0.01,fullfit_outer_third,False,17,6,6,18.0,2.5,4,49.0,1.0,5.298,3.21,2.967,16.07,109.0,1,spiral_T1_9,spiral_T1_7,15.68,1.74,4.8847352024922115,108.0,0.22347473519283745,0,-4.481710186087753,-3.979872706012678,0.0788791842996736,0.08481991165477404,-0.04127887000724842,-0.4465767920708168,0.2781597650335286,-0.31952384130213984,-0.02579160009491702,False,False,True,lower,False,1.827907153633667,0.7616592481421259,0.7,1.1481634483119918,49.26510606085205,1.896998114097812e-25,3.487537498109712,119.47530903544046,-0.2937322412072228,0.6888410259435476,2.03342375548695
UGC07089,variable_core,0.01,fullfit_outer_third,False,12,4,8,18.0,2.5,4,80.0,3.0,3.585,2.26,1.214,9.29,0.0,2,spiral_T1_9,late_T8_11,9.16,0.87,4.053097345132744,66.2,0.30942208618302114,1,-0.14057105857196817,-0.09241195529979507,0.08510886248789774,0.08476947989909497,-0.0007536718565003785,-0.00614195402700983,0.08002447752714506,0.2085454015435429,0.44050909434726304,False,False,True,lower,False,0.3559714394980499,0.5427091556242152,0.7,1.0307591904989128,80.09020899508724,5.4246474106294976e-15,4.236686012340695,83.08814514935705,-0.23196369280372015,0.6077870345204496,1.8208579894397
UGC07125,variable_core,0.01,fullfit_outer_third,False,13,5,9,19.8,5.9,1,90.0,3.0,2.712,3.38,4.629,23.04,65.2,1,spiral_T1_9,late_T8_11,18.68,1.44,5.5266272189349115,61.5,0.4483119317793022,0,-0.5373427107257754,-0.432418381666551,0.044497031450004866,0.046564885496183206,-0.008354407391925098,-0.06971326880757847,0.6056670446056684,-0.28973002892583244,-0.028336519551028175,True,False,True,lower,False,0.4707141695829611,0.5493970244589309,0.7,1.140263313158559,89.99999998936447,1.0875673638944555e-16,4.386345159410569,62.11103351248834,-0.26139350937480427,0.7424601716164199,1.7888751157754168
UGC07151,variable_core,0.01,fullfit_outer_third,False,11,4,6,6.87,0.34,2,90.0,3.0,2.284,1.25,0.616,6.39,73.5,1,spiral_T1_9,spiral_T1_7,5.5,0.5,4.4,67.2,0.3329463804370862,0,-1.9675872492171322,-1.6559483871146696,0.04319286431360928,0.04293845596886596,-0.026064242520429257,-0.6015853033080024,0.8238541765979057,-0.036573499327254136,0.20471733563260655,True,False,True,lower,False,1.441576726296332,0.6968313434110989,0.7,1.0154183586255277,89.99998401180524,1.7106405259221847e-24,1.4238623324620725,71.65157395552698,-0.2412908349598607,0.6434526764861874,1.8273692730538253
UGC07232,variable_core,0.01,fullfit_outer_third,False,4,2,10,2.83,0.17,2,59.0,5.0,0.113,0.29,0.046,1.54,0.0,2,irregular_T10_11,late_T8_11,0.82,0.21,2.8275862068965516,30.700000000000003,0.29340891173811984,1,0.02637764764857664,0.02637764764857664,0.08437499999999999,0.08437499999999999,0.001596080135114817,0.007993226560174746,0.009728651172465696,0.738345535645623,0.7981245820787394,False,True,False,none,True,0.0061034118785985,0.5007031752527425,0.7,1.0000624960716435,59.00908029713929,4.453942653164729,124.28191511013924,9999.778994934144,-0.05977904643311638,0.45141585448476057,1.4871383754771865
UGC07261,variable_core,0.01,fullfit_outer_third,False,7,3,8,13.1,3.93,1,30.0,10.0,1.753,1.2,1.388,10.1,74.7,2,spiral_T1_9,late_T8_11,6.67,0.95,5.558333333333334,69.6,0.2424893736682283,1,-1.6427130019243255,-2.0074202101062895,0.07575242785276547,0.07576974564926373,-0.021666371417840686,-0.2902319791385734,0.16837473115338222,-0.05272483793200873,0.10670391734642251,False,False,True,lower,False,0.7697417004669433,0.5121147743225156,0.7,1.1351189597901723,37.69741700466943,2.122927300545864e-33,1.6888355630581893,73.58688337952027,-0.15942875527843126,0.7449445878689241,1.842609239610562
UGC07323,variable_core,0.01,fullfit_outer_third,False,10,4,8,8.0,2.4,1,47.0,3.0,4.109,2.26,0.722,7.14,0.0,1,spiral_T1_9,late_T8_11,5.82,0.58,2.5752212389380533,62.5,0.3757392656325991,0,-0.3014919400801155,0.051196823872253105,0.04798872900964571,0.04770918785890074,-0.004165126987962675,-0.07790489407754922,0.06785983269159873,0.4226454384532926,0.35485670205481545,False,False,True,lower,False,0.4279639056241093,0.5427529860406857,0.7,1.1283891716872327,47.46397593267607,6.8542624639035604e-12,3.121708150524421,87.1277330161943,0.06778873639847716,0.4108145455024876,1.7958800173440752
UGC07399,variable_core,0.01,fullfit_outer_third,False,10,4,8,8.43,2.53,1,55.0,3.0,1.156,1.64,0.745,7.85,103.0,1,spiral_T1_9,late_T8_11,6.13,0.61,3.7378048780487805,93.4,0.10772522061740031,0,-3.409266993993281,-2.98456209343162,0.04251025252321887,0.042898058252427186,-0.032027451191027505,-0.6543431357597617,1.5344358374952471,-0.11421348310872342,0.25264726158755724,False,False,True,lower,False,2.578497126043474,0.9053566938486708,0.7,1.6537107293392026,57.41042863933375,1.9196653196679206e-24,1.6731671301120747,110.62286648618168,-0.36686074469628066,0.5726166264707172,1.9703468762300933
UGC07524,variable_core,0.01,fullfit_outer_third,False,31,11,9,4.74,0.24,2,46.0,3.0,2.436,3.46,1.779,12.11,79.5,1,spiral_T1_9,late_T8_11,10.69,0.35,3.0895953757225434,70.2,0.2648692110047727,0,-0.6718492442331684,-0.35664702335728293,0.040909003840929055,0.039447236180904524,-0.007850441517194493,-0.1490852667363393,0.24736650733972096,0.07905809765444509,0.21123908687653667,False,False,True,lower,False,1.547192547449014,0.7139852815110656,0.7,1.0216772723284395,48.40881063345323,3.0772150546039177e-21,2.885558323933356,84.06794135228105,-0.1321809892220916,0.4899016064160014,1.8463371121298053
UGC07559,variable_core,0.01,fullfit_outer_third,False,7,3,10,4.97,0.25,2,61.0,3.0,0.109,0.58,0.169,3.76,0.0,2,irregular_T10_11,late_T8_11,2.53,0.36,4.362068965517241,26.1,0.3392472679149306,1,-0.13294729463912228,0.12439201582410675,0.10441192753801061,0.10385852090032154,-0.004705754374093137,-0.04116015313904715,0.018396199766887552,0.32153148467284387,0.2289153012000378,False,False,False,none,False,0.0439138002350327,0.4949697117151714,0.7,0.999386744908864,60.95774639418276,5.983484057067758,0.3573272555046735,10.260942118941308,0.09261618347280606,0.6396925276128806,1.416640507338281
UGC07577,variable_core,0.01,fullfit_outer_third,False,9,3,10,2.59,0.13,2,63.0,3.0,0.045,0.9,0.044,2.07,0.0,2,irregular_T10_11,late_T8_11,1.69,0.19,1.8777777777777778,10.7,0.6283380799810133,1,-0.2109833818824729,-0.024556878043675567,0.2007612172861001,0.19937106918238992,-0.008324405177565478,-0.06655627188721543,0.07701224647936668,0.42550646909323886,0.9414571739920785,False,False,False,none,False,0.0657287661896873,0.4924896724271769,0.7,0.998345798271132,62.89459275986681,30.0,339.3463051559574,3793.6711262292206,-0.5159507048988397,0.2736441951743487,1.0293837776852097
UGC07603,variable_core,0.01,fullfit_outer_third,False,12,4,7,4.7,1.41,1,78.0,3.0,0.376,0.53,0.258,4.37,61.6,1,spiral_T1_9,spiral_T1_7,4.11,0.34,7.754716981132075,60.25,0.13732082370150345,0,-0.4062138553505594,0.07181028551982749,0.046253251427603566,0.04643244289585753,-0.006003670977819984,-0.14055842745694097,0.430091108869161,-0.11417228428332922,0.14789156011343518,False,False,True,lower,False,0.3782281761898442,0.5364886139541382,0.7,1.1134684528569532,78.09299387731045,4.140446796465566e-25,1.2320690207073564,74.65975017276678,-0.2620638443967644,0.8895659522752801,1.779957051246906
UGC07690,variable_core,0.01,fullfit_outer_third,False,7,3,10,8.11,2.43,1,41.0,5.0,0.858,0.57,0.39,5.5,57.4,2,irregular_T10_11,late_T8_11,4.13,0.59,7.24561403508772,57.9,0.3331732666998187,1,-1.1664795506563077,-1.2061408792348445,0.07576252654017332,0.07574692442882248,-0.020980276686846943,-0.27064490734485097,0.2646342004468764,-0.3522616550360493,-0.10420609193347537,False,False,True,lower,False,0.373290932463472,0.5247095210846962,0.7,1.1118491943139626,42.3271906102604,2.8565086702552827e-21,0.7947943130784116,62.99528990109266,-0.24805556310257393,0.8600751959839097,1.7626785637274363
