r_over_L,u,u_prime,initial_vc_over_vs,gravity_acceleration_L_over_vs2,internal_stress_acceleration_L_over_vs2,initial_delta_vc2_over_t2,delta_vc2_t015,delta_vc2_t030,delta_vc2_over_t2_t015,delta_vc2_over_t2_t030,required_confinement_mass_over_core_mass,required_confinement_density
2.400531914893616836e+00,4.055797855188318923e-01,-2.857679305272013970e-01,8.459959113723330981e-01,-2.981460390583568487e-01,7.470408934054656967e-03,-1.474940384638834560e-03,-3.338226314367885746e-05,-1.359203019107716240e-04,-1.483656139719060404e-03,-1.510225576786351342e-03,1.622217706187404143e-02,-2.026746950820232721e-03
2.410513141426783523e+00,4.027331758980793874e-01,-2.846235355003743361e-01,8.465572926974264112e-01,-2.973056804805491726e-01,7.388270728397538199e-03,-1.444299039814098649e-03,-3.268958925490352978e-05,-1.331121314737570476e-04,-1.452870633551268074e-03,-1.479023683041745009e-03,1.617750715993455241e-02,-2.077650770760047262e-03
2.420494367959949766e+00,3.998980268242653957e-01,-2.834715437800856552e-01,8.471003115648757520e-01,-2.964596602049118235e-01,7.306566058907672592e-03,-1.414118872807522236e-03,-3.200725792708611583e-05,-1.303448020120646542e-04,-1.422544796759383058e-03,-1.448275577911829455e-03,1.613137030793866666e-02,-2.126591504269905071e-03
2.430475594493116454e+00,3.970744131112158848e-01,-2.823121576932974830e-01,8.476251285579586847e-01,-2.956081353751403573e-01,7.225303076887701695e-03,-1.384398573590187292e-03,-3.133524427123266686e-05,-1.276182718296661950e-04,-1.392677523165896389e-03,-1.417980798107402324e-03,1.608378987978991564e-02,-2.173603572963601557e-03
2.440456821026282697e+00,3.942624075587954358e-01,-2.811455783612436532e-01,8.481319042610901970e-01,-2.947512616605300062e-01,7.144489663637847328e-03,-1.355136627628647028e-03,-3.067351863184728943e-05,-1.249324785006619611e-04,-1.363267494748768467e-03,-1.388138650007355148e-03,1.603478943607512461e-02,-2.218721253172654603e-03
2.450438047559449384e+00,3.914620809656705336e-01,-2.799720056713649319e-01,8.486207992361939345e-01,-2.938891932458884693e-01,7.064133432985458469e-03,-1.326331323159569238e-03,-3.002204680170938726e-05,-1.222873395951867186e-04,-1.334313191187083908e-03,-1.358748217724296825e-03,1.598439271107381793e-02,-2.261978664849643647e-03
2.460419274092615627e+00,3.886735021419333580e-01,-2.787916382497756529e-01,8.490919739989809534e-01,-2.930220828217864337e-01,6.984241733868840236e-03,-1.297980758394031179e-03,-2.938079014794217584e-05,-1.196827532077050386e-04,-1.305812895464096698e-03,-1.329808368974500507e-03,1.593262359986754445e-02,-2.303409760812379428e-03
2.470400500625782314e+00,3.858967379216773907e-01,-2.776046734342786926e-01,8.495455889952041595e-01,-2.921500815751882918e-01,6.904821652975160276e-03,-1.270082848647856484e-03,-2.874970577614910743e-05,-1.171185987166254978e-04,-1.277764701162182595e-03,-1.301317763518061027e-03,1.587950614555997536e-02,-2.343048316324748866e-03
2.480381727158948557e+00,3.831318531753986067e-01,-2.764113072478058819e-01,8.499818045767123520e-01,-2.912733391803393745e-01,6.825880017424851808e-03,-1.242635333391744297e-03,-2.812874665897387887e-05,-1.145947373622123255e-04,-1.250166518176616887e-03,-1.273274859580136907e-03,1.582506452660108892e-02,-2.380927919010527097e-03
2.490362953692115244e+00,3.803789108237472516e-01,-2.752117343733339605e-01,8.504007809790440353e-01,-2.903920037910969199e-01,6.747423397553257464e-03,-1.215635783236443217e-03,-2.751786180629888504e-05,-1.121110128623668362e-04,-1.223016080279950386e-03,-1.245677920692964949e-03,1.576932304434447776e-02,-2.417081959099782844e-03
2.500344180225281487e+00,3.776379718512565820e-01,-2.740061481293987744e-01,8.508026782990730785e-01,-2.895062220336624415e-01,6.669458109739762053e-03,-1.189081606830312814e-03,-2.691699647785384625e-05,-1.096672521439479383e-04,-1.196310954571282170e-03,-1.218525023821643910e-03,1.571230611073737640e-02,-2.451543620008653397e-03
2.510325406758448175e+00,3.749090953199806786e-01,-2.727947404461253389e-01,8.511876564726055250e-01,-2.886161389996408921e-01,6.591990219278905626e-03,-1.162970057664556222e-03,-2.632609229643115357e-05,-1.072632658247805424e-04,-1.170048546508051408e-03,-1.191814064719783810e-03,1.565403823614121281e-02,-2.484345869248325879e-03
2.520306633291614418e+00,3.721923383828802390e-01,-2.715777018416142274e-01,8.515558752516981800e-01,-2.877218982392695246e-01,6.515025543284745126e-03,-1.137298240780582666e-03,-2.574508740632771499e-05,-1.048988489698090827e-04,-1.144226106947898594e-03,-1.165542766331212126e-03,1.559454401727155062e-02,-2.515521449657846277e-03
2.530287859824781105e+00,3.694877562984151265e-01,-2.703552213997825193e-01,8.519074941834589021e-01,-2.868236417560004470e-01,6.438569653678193061e-03,-1.112063119394264381e-03,-2.517391659143423336e-05,-1.025737816373275575e-04,-1.118840737397077062e-03,-1.139708684859195090e-03,1.553384812538659288e-02,-2.545102870965023668e-03
2.540269086357947348e+00,3.667954024452628192e-01,-2.691274867489060751e-01,8.522426725890975829e-01,-2.859215100015837230e-01,6.362627880216879458e-03,-1.087261521419744578e-03,-2.461251143425642314e-05,-1.002878294594860647e-04,-1.093889397078063371e-03,-1.114309216216511885e-03,1.547197529464131201e-02,-2.573122401671170019e-03
2.550250312891114035e+00,3.641153283368877558e-01,-2.678946840406269958e-01,8.525615695428816476e-01,-2.850156418714087092e-01,6.287205313554851058e-03,-1.062890145886483161e-03,-2.406080052174452478e-05,-9.804074435984682138e-05,-1.069368912077534386e-03,-1.089341603998297955e-03,1.540895031058672066e-02,-2.599612061253982198e-03
2.560231539424280278e+00,3.614475836358251315e-01,-2.666569979292719994e-01,8.528643438507795826e-01,-2.841061746999595239e-01,6.212306808324258127e-03,-1.038945569245368610e-03,-2.351870954536766908e-05,-9.583226498565528516e-05,-1.045275979794118692e-03,-1.064802944285058676e-03,1.534479799880350027e-02,-2.624603612682194567e-03
2.570212765957446965e+00,3.587922161689760525e-01,-2.654146115525408689e-01,8.531511540304478336e-01,-2.831932442574817133e-01,6.137936986284120433e-03,-1.015424251576992325e-03,-2.298616145085206682e-05,-9.366211744128630885e-05,-1.021607175593425331e-03,-1.040690193792070213e-03,1.527954321379022297e-02,-2.648128555249202980e-03
2.580193992490613208e+00,3.561492719431977871e-01,-2.641677065130346724e-01,8.534221582917127513e-01,-2.822769847472757498e-01,6.064100239508186073e-03,-9.923225426906052537e-04,-2.246307654494414841e-05,-9.153001579545898866e-05,-9.983589575530732625e-04,-1.017000175505099928e-03,1.521321082804970824e-02,-2.670218117719576519e-03
2.590175219023779452e+00,3.535187951606796886e-01,-2.629164628601827203e-01,8.536775145168928880e-01,-2.813575288031698318e-01,5.990800733590732549e-03,-9.696366881056174732e-04,-2.194937264104810431e-05,-8.943566261753618470e-05,-9.755276729354713568e-04,-9.937295846392910255e-04,1.514582572133053862e-02,-2.690903251779654982e-03
2.600156445556946139e+00,3.509008282340289608e-01,-2.616610590724561813e-01,8.539173802408152048e-01,-2.804350074870782250e-01,5.918042410864805813e-03,-9.473628349131737406e-04,-2.144496525414979951e-05,-8.737874966555125075e-05,-9.531095668511022426e-04,-9.708749962839028583e-04,1.507741277001699819e-02,-2.710214625785464099e-03
2.610137672090112382e+00,3.482954118021481804e-01,-2.604016720408152685e-01,8.541419126319713673e-01,-2.795095502875891702e-01,5.845828993670879048e-03,-9.254970375286503863e-04,-2.094976768772069368e-05,-8.535895826710919606e-05,-9.311007861209197973e-04,-9.484328696345466951e-04,1.500799683677181938e-02,-2.728182618816236971e-03
2.620118898623279069e+00,3.457025847465714508e-01,-2.591384770531548476e-01,8.543512684744392072e-01,-2.785812851193172901e-01,5.774163987661968395e-03,-9.040352633292726399e-04,-2.046369117232825068e-05,-8.337596001476955075e-05,-9.094973854368111534e-04,-9.263995557196617534e-04,1.493760276040765125e-02,-2.744837315028865812e-03
2.630100125156445312e+00,3.431223842075298291e-01,-2.578716477790776174e-01,8.545456041495755883e-01,-2.776503383223579702e-01,5.703050685115605180e-03,-8.829733981671797870e-04,-1.998664496054474026e-05,-8.142941722898476922e-05,-8.882953315797662399e-04,-9.047713025442752919e-04,1.486625534592014852e-02,-2.760208498299806038e-03
2.640081351689611999e+00,3.405548455997391977e-01,-2.566013562549432359e-01,8.547250756174372688e-01,-2.767168346618144592e-01,5.632492168250015710e-03,-8.623072517571077648e-04,-1.951853645798393971e-05,-7.951898344403488688e-05,-8.674905092437306840e-04,-8.835442604892765209e-04,1.479397935468207068e-02,-2.774325647148028103e-03
2.650062578222778242e+00,3.380000026287486858e-01,-2.553277728699772653e-01,8.548898383990953809e-01,-2.757808973281511422e-01,5.562491312574051848e-03,-8.420325629471032578e-04,-1.905927140453044657e-05,-7.764430405412159255e-05,-8.470787290902420880e-04,-8.627144894902400015e-04,1.472079949488220262e-02,-2.787217929946704531e-03
2.660043804755944929e+00,3.354578873079003820e-01,-2.540510663535432423e-01,8.550400475599868599e-01,-2.748426479384467602e-01,5.493050790271273957e-03,-8.221450048716571514e-04,-1.860875394843107016e-05,-7.580501664284679253e-05,-8.270557310413809019e-04,-8.422779626982977068e-04,1.464674041222027538e-02,-2.798914200422763024e-03
2.670025031289111173e+00,3.329285299749686899e-01,-2.527714037626704879e-01,8.551758576929783251e-01,-2.739022065376782722e-01,5.424173073580775169e-03,-8.026401899764020950e-04,-1.816688677213737811e-05,-7.400075162894779849e-05,-8.074171898727723964e-04,-8.222305736549755930e-04,1.457182668076732399e-02,-2.809442993425314769e-03
2.680006257822277860e+00,3.304119593085483308e-01,-2.514889504698639144e-01,8.552974229012086926e-01,-2.729596916000783247e-01,5.355860438175248303e-03,-7.835136749150739197e-04,-1.773357117521293230e-05,-7.223113268163345506e-05,-7.881587188983525888e-04,-8.025681409070384558e-04,1.449608279399782450e-02,-2.818832520957779801e-03
2.689987484355444103e+00,3.279082023447762451e-01,-2.502038701517679264e-01,8.554048967815550686e-01,-2.720152200311043433e-01,5.288114966556633351e-03,-7.647609653247578083e-04,-1.730870718996213595e-05,-7.049577715249639043e-05,-7.692758751094283184e-04,-7.832864128055154734e-04,1.441953315605391459e-02,-2.827110668478676793e-03
2.699968710888610790e+00,3.254172844947888499e-01,-2.489163247791528755e-01,8.554984324093906078e-01,-2.710689071704278641e-01,5.220938551483456612e-03,-7.463775204831814020e-04,-1.689219374668459299e-05,-6.879429667049466771e-05,-7.507641665193152741e-04,-7.643810741166074492e-04,1.434220207328838932e-02,-2.834304991476303132e-03
2.709949937421777033e+00,3.229392295618287445e-01,-2.476264746070966916e-01,8.555781823230144134e-01,-2.701208667948992170e-01,5.154332899386201983e-03,-7.283587578366380834e-04,-1.648392873556366189e-05,-6.712629742125992346e-05,-7.326190549139405825e-04,-7.458477491251102546e-04,1.426411374597537016e-02,-2.840442712292591976e-03
2.719931163954943720e+00,3.204740597581274830e-01,-2.463344781654560889e-01,8.556442985079182328e-01,-2.691712111215897041e-01,5.088299533773718054e-03,-7.107000574003809797e-04,-1.608380911902670759e-05,-6.549138073502364110e-05,-7.148359608456315026e-04,-7.276820081669293757e-04,1.418529226020090461e-02,-2.845550717192089213e-03
2.729912390488109963e+00,3.180217957219149683e-01,-2.450404922499803961e-01,8.556969323814046513e-01,-2.682200508112369541e-01,5.022839798642367813e-03,-6.933967660354688764e-04,-1.569173100297116357e-05,-6.388914345272308669e-05,-6.974102667987184048e-04,-7.098793716969231974e-04,1.410576157997025029e-02,-2.849655553677634973e-03
2.739893617021276651e+00,3.155824565352495226e-01,-2.437446719148782248e-01,8.557362347787098589e-01,-2.672674949728008897e-01,4.957954861913652089e-03,-6.764442016091735867e-04,-1.530758973692635062e-05,-6.231917830243294211e-05,-6.803373216411712048e-04,-6.924353144714772128e-04,1.402554553961064127e-02,-2.852783428064747072e-03
2.749874843554442894e+00,3.131560597414917990e-01,-2.424471704655421223e-01,8.557623559387949053e-01,-2.663136511679636831e-01,4.893645718852849928e-03,-6.598376570276562715e-04,-1.493128006214890710e-05,-6.078107443707604342e-05,-6.636124472066181473e-04,-6.753452715230672063e-04,1.394466783634355951e-02,-2.854960203284867808e-03
2.759856070087609581e+00,3.107426213625762434e-01,-2.411481394515656573e-01,8.557754454900204921e-01,-2.653586254157069280e-01,4.829913195473043916e-03,-6.435724041434377068e-04,-1.456269616199751881e-05,-5.927441766587601457e-05,-6.472309405332230762e-04,-6.586046407319556904e-04,1.386315202304191398e-02,-2.856211396914450518e-03
2.769837296620775824e+00,3.083421559162319858e-01,-2.398477286601997938e-01,8.557756524359281247e-01,-2.644025221971029738e-01,4.766757951928785736e-03,-6.276436975400958825e-04,-1.420173175986761037e-05,-5.779879097948954612e-05,-6.311880782163382204e-04,-6.422087886609950322e-04,1.378102150118755073e-02,-2.856562179427625092e-03
2.779818523153942511e+00,3.059546764340644320e-01,-2.385460861113490316e-01,8.557631251426714991e-01,-2.634454444612664425e-01,4.704180485933965455e-03,-6.120467782035255875e-04,-1.384828017890838092e-05,-5.635377486676382551e-05,-6.154791190625946836e-04,-6.261530540751535957e-04,1.369829951413370321e-02,-2.856037372690915094e-03
2.789799749687108754e+00,3.035801944793022344e-01,-2.372433580527203156e-01,8.557380113261587873e-01,-2.624874936312468487e-01,4.642181136155581166e-03,-5.967768770693044787e-04,-1.350223442752947238e-05,-5.493894763603293234e-05,-6.000993078901987847e-04,-6.104327515114770170e-04,1.361500914053949580e-02,-2.854661448666719753e-03
2.799780976220275441e+00,3.012187201643509171e-01,-2.359396889552543286e-01,8.557004580391095461e-01,-2.615287696099887760e-01,4.580760085587445678e-03,-5.818292184488694152e-04,-1.316348733053994691e-05,-5.355388589199779422e-05,-5.850438813573310189e-04,-5.950431765777532481e-04,1.353117328799040286e-02,-2.852458528322702417e-03
2.809762202753441684e+00,2.988702621681608163e-01,-2.346352215088181314e-01,8.556506116580128163e-01,-2.605693707863493969e-01,4.519917364902721786e-03,-5.671990233359733465e-04,-1.283193156894483738e-05,-5.219816472243250940e-05,-5.703080697308817153e-04,-5.799796080270279213e-04,1.344681468680363444e-02,-2.849452380741313625e-03
2.819743429286608372e+00,2.965348277544408440e-01,-2.333300966194657433e-01,8.555886178717991841e-01,-2.596093940422724011e-01,4.459652855824983511e-03,-5.528815126038386834e-04,-1.250745976294159617e-05,-5.087135815823205711e-05,-5.558871005751821063e-04,-5.652373128692450609e-04,1.336195588413966427e-02,-2.845666422453196724e-03
2.829724655819774615e+00,2.942124227895911992e-01,-2.320244534068854614e-01,8.555146216703223283e-01,-2.586489347599372768e-01,4.399966294472022234e-03,-5.388719100840715917e-04,-1.218996452044852704e-05,-4.957303944195201823e-05,-5.417762009088234300e-04,-5.508115493550224187e-04,1.327661923828969345e-02,-2.841123716959947226e-03
2.839705882352941302e+00,2.919030517604357944e-01,-2.307184292021007554e-01,8.554287673327577446e-01,-2.576880868289487814e-01,4.340857274674307653e-03,-5.251654455297295005e-04,-1.187933850871873906e-05,-4.830278129588136388e-05,-5.279706003874994839e-04,-5.366975699542373855e-04,1.319082691314625577e-02,-2.835846974442334922e-03
2.849687108886107545e+00,2.896067177916791802e-01,-2.294121595452951745e-01,8.553311984157565551e-01,-2.567269426534692367e-01,4.282325251263881249e-03,-5.117573574636272203e-04,-1.157547456867766493e-05,-4.706015633697664896e-05,-5.144655363856740242e-04,-5.228906259664072107e-04,1.310460087284532650e-02,-2.829858551645794348e-03
2.859668335419274232e+00,2.873234226641390165e-01,-2.281057781851589250e-01,8.552220577432823045e-01,-2.557655931604453370e-01,4.224369543374570553e-03,-4.986428959223201517e-04,-1.127826574523835488e-05,-4.584473722250687440e-05,-5.012562553439269377e-04,-5.093859691389652621e-04,1.301796287670691638e-02,-2.823180451969825068e-03
2.869649561952440475e+00,2.850531668327841994e-01,-2.267994170785056218e-01,8.551014873964140062e-01,-2.548041278078810312e-01,4.166989337713883183e-03,-4.858173250889527605e-04,-1.098760535610800771e-05,-4.465609704495147544e-05,-4.883380158270225800e-04,-4.961788560550163757e-04,1.293093447435787052e-02,-2.815834325728672032e-03
2.879630788485607162e+00,2.827959494445461130e-01,-2.254932063900892125e-01,8.549696287030388309e-01,-2.538426345931068528e-01,4.110183691804207562e-03,-4.732759258165984044e-04,-1.070338703005042943e-05,-4.349380955442083300e-05,-4.757060902244635361e-04,-4.832645506046759614e-04,1.284353700103051804e-02,-2.807841470576583499e-03
